"location","State.x","County","X..Smokers","X..Adults.with.Obesity","X..Physically.Inactive","X..With.Access.to.Exercise.Opportunities","X..Excessive.Drinking","X..Uninsured","Primary.Care.Physicians.Ratio","Mental.Health.Provider.Ratio","X..Vaccinated","X..Unemployed","X..Children.in.Poverty","Average.Daily.PM2.5","X","State.y","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Other.Primary.Care.Provider.Ratio","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg"
"Arizona Yavapai","Arizona","Yavapai",17,23,23,85,17,13,"1607:1","535:1",42,4.5,19,5.1,30,"Arizona",78.9,3621,345,51,6,12,13,11,126,15,13,30,14,"975:01:00",48758,31,63,231993,16.2,31.6,3.463981043,2.273566531,3.1,1266,4385.4
"Arizona Yuma","Arizona","Yuma",13,37,26,84,18,14,"2118:1","1768:1",39,17,28,8,31,"Arizona",82.9,1994,305,48,5,13,12,14,154,16,10,30,18,"1369:01:00",44116,15,71,212128,25.2,18.8,7.533460771,4.869514957,6.875,4944,37245.43005
"Arkansas Arkansas","Arkansas","Arkansas",20,31,38,48,14,9,"1797:1","935:1",41,3.4,24,10,32,"Arkansas",74.1,364,552,66,NA,14,15,19,230,19,18,36,11,"1615:01:00",43887,14,40,17769,22.9,19.6,9.325978916,4.557972365,8.6,1328,12384.9
"Arkansas Ashley","Arkansas","Ashley",20,43,47,50,13,9,"2535:1","1336:1",44,5.5,29,9.6,33,"Arkansas",74.9,398,504,64,NA,14,15,15,105,19,12,33,11,"1432:01:00",41127,13,26,20046,22.9,20.4,9.028489327,4.367369991,8.2,1218,10996.7
"Arkansas Benton","Arkansas","Benton",17,29,24,77,18,10,"1654:1","445:1",51,2.9,12,10.4,34,"Arkansas",79.9,2590,312,55,6,12,12,9,122,11,5,30,13,"1442:01:00",68978,18,108,272608,26.3,13.4,8.233216783,3.912424851,7.5,286,2354.7
"Arkansas Craighead","Arkansas","Craighead",21,38,34,65,15,8,"864:1","261:1",49,3.1,25,10.8,35,"Arkansas",76.8,1390,421,82,9,14,15,14,169,17,9,31,10,"600:01:00",45615,17,125,108558,25,13.8,8.348201439,3.97986513,7.8,139,1160.4
"Arkansas Crittenden","Arkansas","Crittenden",23,41,38,73,13,8,"2868:1","469:1",39,4.3,29,10.1,36,"Arkansas",72.9,923,589,91,9,15,15,20,522,24,5,36,10,"1209:01:00",42606,11,248,48342,27,14.1,8.85339095,3.722402939,8.23125,3592,31801.38029
"Arkansas Faulkner","Arkansas","Faulkner",21,35,30,55,18,8,"2027:1","721:1",48,3.3,17,10.6,37,"Arkansas",76.7,1529,411,53,8,13,14,10,144,16,6,35,10,"1236:01:00",53882,17,126,124806,23.1,12.5,10.86256039,4.181091324,10.3,414,4497.1
"Arkansas Garland","Arkansas","Garland",19,30,35,78,14,10,"1134:1","381:1",54,4,35,9.9,38,"Arkansas",75,1896,495,66,7,13,15,15,231,17,11,35,12,"953:01:00",43610,30,188,99154,20.1,23.8,9.35295302,4.35742051,8.7,1490,13935.9
"Arkansas Jackson","Arkansas","Jackson",22,43,33,36,14,9,"2448:1","1121:1",49,6.2,30,10.2,39,"Arkansas",72.9,371,585,72,NA,15,16,24,263,20,10,36,11,"1293:01:00",36573,14,22,16811,20.1,18.1,8.931328321,4.64643345,8.1,1197,10690.8
"Arkansas Newton","Arkansas","Newton",19,32,26,59,13,10,"","3903:1",27,3.4,33,8.9,40,"Arkansas",77.4,137,408,NA,NA,14,15,11,88,14,21,33,11,"1115:01:00",36078,NA,15,7805,19.2,26.5,6.415828678,3.82499638,5.7,1074,6890.6
"Arkansas Phillips","Arkansas","Phillips",24,43,40,13,10,7,"1857:1","1803:1",25,6.1,48,10.2,41,"Arkansas",71.8,404,630,107,10,17,18,19,310,30,31,37,9,"1127:01:00",29945,19,47,18029,25.8,19,10.81778523,4.420298959,10.25,298,3223.7
"Arkansas Polk","Arkansas","Polk",20,34,31,60,13,13,"1437:1","1179:1",35,4.2,30,9.4,42,"Arkansas",76.2,375,457,NA,NA,15,16,13,65,17,20,34,16,"911:01:00",39048,25,47,20049,22.8,23,7.957457847,4.501962944,7.3,2313,18405.6
"Arkansas Pope","Arkansas","Pope",19,34,32,68,16,11,"1557:1","444:1",46,4.5,20,10.2,43,"Arkansas",76.9,901,429,46,4,14,15,11,100,16,6,36,13,"1641:01:00",45788,18,103,64000,22.7,15.8,11.07457627,4.607749802,10.3,295,3267
"Arkansas Pulaski","Arkansas","Pulaski",18,33,30,84,15,8,"856:1","235:1",50,3.5,26,10.8,44,"Arkansas",76.3,5848,443,71,8,12,13,12,564,19,10,35,9,"666:01:00",49957,16,301,392680,23.2,15.6,9.74565455,4.416010173,9.0125,15715,153152.9612
"Arkansas Sebastian","Arkansas","Sebastian",22,31,30,78,15,13,"776:1","304:1",47,3.6,23,10.6,45,"Arkansas",76.1,1986,456,55,6,14,15,12,198,17,4,33,16,"1194:01:00",46843,17,194,127753,23.9,16,11.57388889,4.850875218,11.2,180,2083.3
"Arkansas Union","Arkansas","Union",20,35,33,48,13,9,"1793:1","551:1",45,5.6,25,9.8,46,"Arkansas",73.2,825,584,78,9,13,15,14,353,20,13,36,11,"1151:01:00",45335,17,71,39126,24.1,17.9,9.707786382,4.615924994,8.9,3044,29550.50175
"Arkansas Washington","Arkansas","Washington",19,30,25,86,17,12,"1241:1","276:1",49,2.6,17,9.9,47,"Arkansas",78.2,2419,363,58,7,13,14,9,171,14,6,34,15,"1274:01:00",50893,17,179,236961,24.4,11.7,9.035736136,4.036233255,8.4,3566,32221.43506
"Arkansas White","Arkansas","White",19,31,31,57,15,9,"1975:1","554:1",48,4.4,22,10.5,48,"Arkansas",75.3,1254,464,77,10,13,14,13,110,16,5,35,10,"1078:01:00",44811,20,70,78727,23.1,16.4,11.79527897,4.804247764,11.3,233,2748.3
"California Alameda","California","Alameda",10,19,15,100,20,6,"908:1","163:1",44,3,10,10.4,49,"California",82.9,12714,231,32,4,9,10,7,408,12,1,33,7,"1786:01:00",101744,9,1621,1666753,20.5,13.8,9.268667527,8.410461577,7.75,31060,287884.8134
"California Alpine","California","Alpine",14,23,21,100,20,8,"1120:0","220:1",21,4.6,35,5.6,50,"California",NA,39,1017,NA,NA,13,14,7,NA,14,12,31,8,"1101:00:00",55384,NA,5,1101,17.5,25.4,17.93511905,27.5812727,7.5,168,3013.1
"California Butte","California","Butte",14,27,22,84,20,7,"1626:1","155:1",39,5,20,8.9,51,"California",77.6,3263,399,37,4,13,13,10,125,16,7,32,9,"980:01:00",50945,19,241,231256,20,18.6,9.777173369,11.7782028,7.708333,22539,220367.7106
"California Calaveras","California","Calaveras",11,31,31,60,20,7,"2284:1","608:1",40,4,18,9,52,"California",79.5,727,336,52,NA,10,12,12,100,12,3,31,8,"5067:01:00",62984,24,18,45602,16.9,27.5,9.053229536,8.455640002,7.666667,6590,59660.78264
"California Colusa","California","Colusa",12,41,28,75,20,11,"3115:1","569:1",43,12.9,14,8.7,53,"California",79.9,228,333,42,NA,12,12,21,35,12,3,33,14,"3090:01:00",57249,16,153,21627,27.3,14.6,8.418588771,8.702693468,6.666667,12871,108355.6561
"California Contra Costa","California","Contra Costa",10,24,16,97,20,6,"970:1","295:1",45,3.2,9,11.6,54,"California",82.4,9400,234,30,4,9,11,9,256,10,3,32,7,"2091:01:00",101463,10,1016,1150215,22.6,15.8,9.299153686,8.448435484,7.73913,10926,101602.5532
"California Del Norte","California","Del Norte",15,34,25,89,20,6,"1616:1","246:1",36,5.5,27,8.5,55,"California",76.5,511,487,NA,NA,13,14,10,95,16,14,33,8,"1265:01:00",48518,17,57,27828,21,18,5.266474582,5.801186141,4.1,2417,12729.06907
"California El Dorado","California","El Dorado",11,23,18,90,22,5,"1227:1","302:1",45,3.6,9,9.3,56,"California",81.9,1968,249,25,3,10,11,8,117,11,6,31,6,"2270:01:00",81869,16,114,190678,19.8,21.2,3.312695548,4.28943244,2.4,1662,5505.7
"California Fresno","California","Fresno",13,31,20,78,17,9,"1490:1","288:1",44,7.5,30,15.3,57,"California",78.9,10121,352,52,7,13,13,11,233,14,4,35,12,"1328:01:00",52318,11,336,994400,28.3,12.3,12.23539905,10.93160493,9.2,40868,500036.2882
"California Glenn","California","Glenn",13,32,19,66,20,11,"5619:1","876:1",37,6.5,19,9.1,58,"California",77.9,334,354,64,NA,12,13,10,75,13,4,34,14,"1650:01:00",47365,23,132,28047,26.6,15.9,8.612918046,7.018703769,7.3,7032,60566.0397
"California Humboldt","California","Humboldt",14,29,17,85,21,9,"1440:1","221:1",37,3.6,23,8.8,59,"California",77,2079,424,57,6,12,14,9,176,16,6,32,11,"928:01:00",49471,25,281,136373,19.2,17.9,7.359488509,6.302207549,6,7494,55152.00688
"California Imperial","California","Imperial",13,35,31,69,17,8,"4252:1","713:1",31,18.1,30,13.5,60,"California",81.7,1636,313,37,3,14,13,9,199,14,9,34,11,"1638:01:00",46633,8,226,181827,28.5,13,12.04520277,8.052840357,10.4,11251,135520.5764
"California Inyo","California","Inyo",12,28,27,42,20,9,"901:1","217:1",40,3.9,15,7.3,61,"California",78.1,284,386,NA,NA,11,12,9,163,11,12,32,11,"947:01:00",53793,15,94,17987,20.5,23.4,6.481656372,9.826263946,4.5,12710,82381.85248
"California Kern","California","Kern",15,32,22,76,18,9,"2021:1","529:1",38,8,27,19.7,62,"California",77.5,10143,402,48,6,13,13,9,213,13,5,37,11,"1715:01:00",51586,14,303,896764,28.9,11,11.59487313,11.44629886,8.666667,32412,375813.028
"California Kings","California","Kings",14,29,24,44,21,9,"2502:1","495:1",35,7.7,23,16.7,63,"California",79.7,1368,339,43,5,13,13,10,132,13,5,35,12,"1340:01:00",58255,12,117,151366,27.1,10.3,16.14505131,13.45136225,12,10726,173171.8204
"California Lake","California","Lake",14,25,23,66,19,9,"2215:1","276:1",27,5.2,26,6.9,64,"California",74.8,1438,536,52,6,13,14,13,267,16,9,32,11,"1431:01:00",45086,29,34,64382,21,22.7,4.332338308,8.694814528,3,603,2612.4
"California Los Angeles","California","Los Angeles",11,22,16,98,19,10,"1374:1","293:1",38,4.7,20,14.2,65,"California",82.3,84296,260,35,4,11,11,8,565,11,2,35,12,"1641:01:00",67986,8,2070,10105518,21.7,13.6,12.776556,7.610982019,11.45,64593,825276.0818
"California Madera","California","Madera",13,36,28,70,20,10,"2274:1","614:1",36,7,29,14,66,"California",79.6,1637,331,48,5,13,14,12,141,11,9,35,14,"1447:01:00",53632,11,197,157672,27.5,14,13.50019882,10.06929749,10.916667,8695,117384.2287
"California Marin","California","Marin",10,17,13,97,20,5,"674:1","132:1",48,2.4,6,10.3,67,"California",85.4,1818,165,17,3,9,11,5,355,10,2,28,6,"1675:01:00",122933,13,870,259666,20,22.3,8.895236686,7.351098993,7.7,7961,70814.97926
"California Mariposa","California","Mariposa",12,24,21,49,19,8,"2928:1","357:1",27,5.3,23,9.2,68,"California",79.2,284,375,NA,NA,11,12,7,136,14,6,30,9,"1248:01:00",51402,32,9,17471,16.2,27.9,10.08062486,15.01679994,7.375,8166,82318.38262
"California Mendocino","California","Mendocino",13,32,19,72,19,11,"1114:1","156:1",28,3.9,26,8.8,69,"California",79.3,1236,350,62,7,12,13,8,227,14,7,31,13,"973:01:00",51386,21,96,87606,21.4,22.1,7.794733545,7.654382274,6.5,13327,103880.414
"California Merced","California","Merced",14,28,22,70,19,9,"2253:1","578:1",41,8.3,29,12,70,"California",78.8,2695,354,44,4,14,14,14,121,13,7,36,12,"1773:01:00",56169,10,208,274765,29.3,11.2,12.74394317,9.690745416,9.914855,7972,101594.715
"California Mono","California","Mono",12,25,18,92,23,10,"1574:1","509:1",42,3.8,12,6.1,71,"California",96.5,104,188,NA,NA,10,11,6,49,11,15,31,11,"1096:01:00",66499,NA,10,14250,18.3,15.8,6.149510522,11.33103058,3.5,3194,19641.53661
"California Monterey","California","Monterey",12,28,20,90,19,11,"1659:1","278:1",43,6.3,19,6.7,72,"California",82.5,3342,249,41,4,13,12,8,192,10,3,32,15,"1953:01:00",69665,10,221,435594,26.1,13.6,5.732560755,4.337603578,5.083333,19128,109652.4221
"California Napa","California","Napa",10,24,19,90,20,9,"1037:1","182:1",41,2.9,9,10.6,73,"California",81.8,1284,241,29,3,10,11,9,227,8,2,31,10,"1765:01:00",85624,10,379,139417,20.7,19.1,10.36731987,8.597272231,9,6974,72301.6888
"California Nevada","California","Nevada",12,22,14,81,21,7,"1426:1","125:1",46,3.5,14,8.1,74,"California",81.3,1221,271,36,4,10,12,6,117,12,7,27,8,"1312:01:00",66681,19,156,99696,17.1,27.5,6.028057179,7.071440629,5,3657,22044.6051
"California Orange","California","Orange",9,19,15,100,20,8,"1027:1","375:1",46,2.9,13,10.6,75,"California",83.1,22753,214,30,3,9,10,9,247,9,1,31,10,"1634:01:00",89373,10,1797,3185968,21.9,14.8,12.30724015,6.907910273,11,11751,144622.379
"California Placer","California","Placer",10,21,15,94,20,4,"810:1","334:1",48,3.2,7,10.5,76,"California",82.2,3456,233,28,4,9,11,7,101,10,3,29,5,"1605:01:00",89175,12,279,393149,22.2,19.6,7.761088592,7.635669554,6.5,15831,122865.7935
"California Plumas","California","Plumas",11,27,24,98,19,7,"1171:1","355:1",23,7.5,20,9.9,77,"California",78.5,336,393,NA,NA,11,12,11,109,16,2,30,8,"2351:01:00",55079,22,45,18804,16.9,28.4,11.37722516,10.1427373,7.6,4220,48011.89018
"California Riverside","California","Riverside",12,27,21,89,20,9,"2353:1","487:1",36,4.4,17,14.8,78,"California",80.9,22791,296,36,4,12,13,9,385,9,7,37,11,"1978:01:00",66793,11,407,2450758,25.1,14.4,11.88415523,7.818992178,10.5,67338,800255.2447
"California Sacramento","California","Sacramento",12,29,19,97,20,6,"1172:1","268:1",44,3.8,21,9.1,79,"California",79.6,16234,324,41,5,11,12,10,329,14,4,35,8,"1555:01:00",69475,13,878,1540975,23.6,14.1,9.412892529,9.984204163,7.2,28896,271994.9425
"California San Benito","California","San Benito",11,32,28,66,21,8,"3174:1","918:1",47,5.1,12,6.2,80,"California",82,477,247,38,NA,11,11,9,83,6,3,31,10,"2461:01:00",80063,10,120,61537,25.7,12.9,5.108243919,3.935983194,4.391304,8222,41999.9815
"California San Bernardino","California","San Bernardino",13,29,23,84,19,8,"1710:1","441:1",30,4,21,14.9,81,"California",78.8,22654,349,48,6,12,12,9,225,10,8,37,11,"1474:01:00",63310,11,594,2171603,26.4,11.6,11.61913983,7.598069364,10.166667,29831,346610.5604
"California San Diego","California","San Diego",11,20,14,97,22,8,"1253:1","269:1",41,3.3,15,10.4,82,"California",82.2,26319,244,34,4,11,11,7,455,11,3,32,10,"1300:01:00",78777,12,987,3343364,21.6,14,9.909568777,5.755669071,9.345,48273,478364.6136
"California San Francisco","California","San Francisco",10,18,14,100,23,5,"647:1","111:1",41,2.4,11,9.8,83,"California",83.8,6898,233,33,3,9,10,7,1590,13,0,29,6,"1037:01:00",110601,10,2318,883305,13.4,15.7,9.030157194,7.851078337,7.75,7147,64538.53346
"California San Joaquin","California","San Joaquin",12,33,25,86,20,8,"1722:1","421:1",43,6,21,11.9,84,"California",78.5,8355,366,46,5,11,12,10,214,13,5,34,10,"2808:01:00",63567,11,595,752660,27.1,12.7,10.93387957,10.61434331,8.291667,26478,289507.2634
"California San Luis Obispo","California","San Luis Obispo",11,26,15,88,20,7,"1206:1","166:1",48,2.9,11,10.5,85,"California",81.5,2779,261,32,5,10,12,8,159,12,4,27,9,"1385:01:00",70626,18,152,284010,17.6,20.1,7.770556301,5.197248079,6.652174,26496,205888.6598
"California San Mateo","California","San Mateo",9,21,16,100,19,5,"944:1","266:1",48,2.2,7,9.2,86,"California",84.7,4844,179,27,3,8,9,8,238,8,1,30,6,"2368:01:00",122930,8,1479,769545,20.6,16.1,8.424353553,6.791138282,7.25,7266,61211.35292
"California Santa Barbara","California","Santa Barbara",11,25,16,92,21,11,"1310:1","190:1",45,3.9,15,10.2,87,"California",82.1,3518,251,43,4,11,12,9,153,10,3,27,13,"1550:01:00",75646,13,333,446527,22.1,15.3,7.540149603,5.66040326,6.9,21030,158569.3461
"California Santa Clara","California","Santa Clara",8,19,16,99,17,5,"964:1","287:1",47,2.6,7,8.9,88,"California",84.6,11662,190,28,3,8,9,8,185,9,1,30,6,"1425:01:00",125933,8,1524,1937570,21.9,13.5,8.901499078,6.916314849,7.6,22067,196429.3802
"California Santa Cruz","California","Santa Cruz",11,19,11,94,23,7,"1000:1","131:1",48,4.9,15,7.5,89,"California",82.8,2263,230,33,4,11,12,7,197,11,4,27,9,"1428:01:00",84213,15,375,274255,19.3,16.5,6.448137443,5.735250287,5.4,11505,74185.82128
"California Shasta","California","Shasta",14,24,20,78,19,7,"1384:1","294:1",40,4.9,18,8.4,90,"California",76.2,3110,441,45,5,12,13,11,126,16,9,30,9,"1017:01:00",53908,25,209,180040,21.4,20.9,4.752751866,7.34081539,3.2,2144,10189.9
"California Siskiyou","California","Siskiyou",14,32,23,72,18,9,"1329:1","228:1",31,6.7,24,9.6,91,"California",76.6,820,439,48,NA,12,14,13,150,17,10,32,10,"1182:01:00",47560,22,76,43724,20.1,25.5,7.620861015,14.56734138,3.5,2634,20073.34791
"California Solano","California","Solano",12,30,23,97,20,6,"1234:1","266:1",38,3.9,10,11,92,"California",80,4789,305,47,6,10,11,10,328,13,3,35,7,"2137:01:00",82808,13,707,446610,22.1,15.8,9.751464568,8.704391096,8.083333,12294,119884.5054
"California Sonoma","California","Sonoma",10,22,16,94,22,8,"979:1","217:1",43,2.7,12,10.1,93,"California",82,4875,243,27,3,10,12,7,331,10,4,31,9,"1428:01:00",81002,13,475,499942,19.6,19.7,7.389102063,7.217204052,6.083333,7099,52455.23555
"California Stanislaus","California","Stanislaus",13,31,24,91,21,7,"1518:1","474:1",43,6.4,21,12.3,94,"California",78.2,6261,371,41,5,12,13,11,154,12,5,35,9,"1713:01:00",59616,11,306,549815,27.1,13.2,13.01048108,12.18814595,9.291667,14748,191878.5749
"California Sutter","California","Sutter",12,32,25,67,19,9,"1324:1","300:1",49,7.5,18,9.4,95,"California",78.8,1148,363,43,6,11,12,10,110,14,11,33,11,"1225:01:00",57879,15,151,96807,25.9,15.4,10.44982586,10.00875592,8.541667,11374,118856.3194
"California Tehama","California","Tehama",14,28,28,59,19,8,"2131:1","551:1",39,5.7,24,8.7,96,"California",76.7,1016,431,49,4,13,14,10,84,14,10,31,10,"1420:01:00",47572,20,86,63916,24,19.4,7.012965463,7.722086654,5.5,6925,48564.78583
"California Trinity","California","Trinity",15,34,24,88,18,9,"4236:1","241:1",36,5.7,31,7.8,97,"California",77.4,251,447,NA,NA,13,14,8,124,17,7,31,10,"1045:01:00",40680,38,19,12535,17.1,27.3,12.86762778,22.31426424,7.6,3816,49102.86762
"California Tulare","California","Tulare",14,37,27,60,18,9,"2394:1","375:1",41,9.6,29,17.8,98,"California",78.5,4693,362,48,6,15,15,9,114,13,8,33,12,"1239:01:00",48763,11,192,465861,30.7,11.4,14.95839917,11.82124247,11.8,16729,250239.0597
"California Ventura","California","Ventura",11,21,17,98,19,9,"1308:1","268:1",45,3.8,12,11.2,99,"California",82.5,6707,232,33,4,10,11,9,137,8,3,33,12,"2370:01:00",84170,11,637,850967,22.9,15.6,8.542768679,8.122855082,7.916667,33437,285644.5563
"California Yolo","California","Yolo",11,24,14,96,21,6,"812:1","283:1",50,4.2,15,9.8,100,"California",81.6,1624,259,34,4,11,12,6,135,13,2,30,7,"1792:01:00",67804,11,360,220408,21,12.5,8.890390578,7.914303742,7.375,7387,65673.3152
"Colorado Adams","Colorado","Adams",16,28,20,93,19,11,"2298:1","299:1",46,3.5,13,9.2,101,"Colorado",79.2,4658,319,44,5,11,11,8,240,8,6,31,14,"539:01:00",70199,19,490,511868,26.5,10.5,9.380792241,5.326062755,8.3,3791,35562.58339
"Colorado Alamosa","Colorado","Alamosa",17,24,24,83,17,13,"1273:1","71:1",41,4.2,24,4.6,102,"Colorado",76.2,206,424,NA,NA,14,14,6,133,12,3,32,16,"538:01:00",42897,25,144,16683,24,13.6,2.849773345,2.334569653,2.3,1103,3143.3
"Colorado Arapahoe","Colorado","Arapahoe",13,22,17,98,18,9,"1195:1","279:1",53,3.2,10,8.1,103,"Colorado",81.1,5228,250,42,5,9,11,7,285,11,2,28,10,"851:01:00",76665,18,454,651215,23.6,13.1,6.106073211,4.000922631,5.2,1202,7339.5
"Colorado Boulder","Colorado","Boulder",11,15,10,96,20,7,"808:1","143:1",53,2.8,7,7.7,104,"Colorado",83,2216,205,29,4,9,10,5,161,11,3,23,8,"901:01:00",83591,17,307,326078,19,14.3,6.991112932,4.975175716,5.9,3440,24049.42849
"Colorado Delta","Colorado","Delta",15,27,20,73,15,11,"1274:1","632:1",40,3.9,23,5.3,105,"Colorado",78,481,362,41,NA,11,13,10,54,13,3,28,13,"1474:01:00",46786,30,66,30953,20,25.9,4.649708724,3.289211436,4,1101,5119.329305
"Colorado Denver","Colorado","Denver",15,17,13,99,27,11,"755:1","175:1",48,3.2,17,8.2,106,"Colorado",79.8,6723,322,53,5,10,11,5,963,12,5,28,12,"844:01:00",68069,17,1029,716492,19.5,11.8,8.065987461,5.053185968,6.8,23424,188937.6903
"Colorado Douglas","Colorado","Douglas",11,20,11,93,21,4,"1427:1","857:1",54,2.9,3,7,107,"Colorado",84,1763,165,30,3,7,9,5,85,7,2,25,4,"1318:01:00",120670,16,194,342776,26,11.9,6.442539927,4.964302127,5.4,3077,19823.69536
"Colorado El Paso","Colorado","El Paso",14,22,16,88,17,8,"1669:1","313:1",46,3.9,13,6.1,108,"Colorado",78.8,7379,338,55,5,9,12,7,155,12,8,29,9,"834:01:00",67923,25,237,713856,24.1,12.8,5.913776708,3.387320182,5.208333,3289,19450.41159
"Colorado Elbert","Colorado","Elbert",13,28,19,56,19,8,"6411:1","848:1",41,2.8,7,6.2,109,"Colorado",81.6,221,225,55,NA,9,10,6,84,7,7,26,8,"8761:01:00",98247,20,14,26282,21.8,16.4,4.082432432,2.197343234,3.85,74,302.1
"Colorado Garfield","Colorado","Garfield",14,23,14,94,21,14,"1137:1","436:1",44,3.2,11,5.1,110,"Colorado",80.7,520,265,43,4,10,11,4,121,8,5,26,17,"1458:01:00",74421,22,168,59770,25.2,13.1,4.089384856,2.571995638,3.6302085,5196,21248.44371
"Colorado Jackson","Colorado","Jackson",14,28,23,87,17,14,"693:1","233:1",40,2.6,20,3.4,111,"Colorado",NA,NA,NA,NA,NA,10,12,9,0,9,8,27,15,"1399:01:00",51457,NA,19,1399,17.1,22.2,2.061136999,2.421365836,1.5,1073,2211.6
"Colorado La Plata","Colorado","La Plata",15,18,14,75,20,12,"882:1","259:1",47,3,11,5,112,"Colorado",82.2,492,235,52,NA,10,11,5,95,10,4,23,13,"771:01:00",66219,22,114,56310,19,17.2,5.232043647,7.856756516,4.3,4082,21357.20217
"Colorado Larimer","Colorado","Larimer",13,20,13,93,22,7,"1135:1","289:1",54,2.8,9,6.6,113,"Colorado",81.6,2883,247,37,3,10,11,5,88,12,5,25,8,"993:01:00",71306,22,119,350518,19.6,15.7,6.087759957,5.017537922,5.106439,5116,31144.97994
"Colorado Mesa","Colorado","Mesa",16,24,16,77,20,10,"902:1","310:1",48,4.1,20,6.4,114,"Colorado",78.8,1952,350,42,4,11,12,8,108,13,10,27,11,"988:01:00",51132,29,99,153207,21.6,19.1,6.371550797,4.551961414,5,5098,32482.16596
"Colorado Montezuma","Colorado","Montezuma",16,28,22,80,17,14,"1005:1","654:1",39,4.7,29,5.1,115,"Colorado",78.3,360,369,59,NA,12,13,12,101,13,7,28,16,"1189:01:00",50180,42,93,26158,22,22.1,3.057827051,2.823932716,2.4,2255,6895.4
"Colorado Park","Colorado","Park",13,23,18,72,19,9,"5968:1","1160:1",43,2.9,12,4.5,116,"Colorado",82,205,265,NA,NA,9,10,4,155,9,14,27,9,"9278:01:00",72121,36,18,18556,15.1,20.4,2.994170231,2.771421686,2.413043,2065,6182.961528
"Colorado Pitkin","Colorado","Pitkin",12,14,14,93,20,12,"1376:1","272:1",54,3.8,6,4,117,"Colorado",93.4,98,135,NA,NA,9,10,2,156,11,2,25,13,"1496:01:00",89034,18,271,17950,15.1,19.4,1.91039783,1.786143353,1.5,1106,2112.9
"Colorado Pueblo","Colorado","Pueblo",16,29,22,65,16,8,"1556:1","195:1",53,4.9,23,6,118,"Colorado",76.5,2629,447,57,6,13,13,10,147,11,16,33,10,"936:01:00",48308,27,171,167529,22.5,18.5,5.698040886,3.353364217,5.1,1174,6689.5
"Colorado Rio Blanco","Colorado","Rio Blanco",14,26,19,95,20,9,"713:1","396:1",20,4.4,12,5.7,119,"Colorado",80.2,75,340,NA,NA,10,11,4,NA,12,2,27,10,"1584:01:00",63411,30,61,6336,23.8,15.5,7.692709029,3.595479228,7.5,7402,56941.43224
"Colorado San Juan","Colorado","San Juan",16,25,21,100,17,9,"715:1","762:0",55,3.1,20,4,120,"Colorado",NA,NA,NA,NA,NA,11,12,4,NA,9,41,27,9,"762:00:00",46878,NA,3,762,12.6,23.4,2.311691763,2.714918998,1.8,1129,2609.9
"Colorado Weld","Colorado","Weld",14,29,19,78,18,9,"2045:1","393:1",50,3,13,8.6,121,"Colorado",80.4,2705,285,46,5,10,11,7,89,8,5,28,11,"1490:01:00",75629,19,149,314305,26.2,12.2,8.470485423,5.637056092,7.2,4714,39929.86829
"Connecticut Fairfield","Connecticut","Fairfield",10,21,18,97,19,9,"1091:1","327:1",52,4,13,10,122,"Connecticut",82.7,7104,220,30,4,8,9,7,325,9,3,32,11,"936:01:00",91183,8,776,943823,22.5,15.9,8.711623871,5.497173242,7.5,13988,121858.1947
"Connecticut Hartford","Connecticut","Hartford",11,26,22,97,16,5,"1084:1","198:1",54,4.2,16,7.6,123,"Connecticut",80.3,9214,294,39,6,9,11,10,373,12,4,33,6,"604:01:00",73037,10,446,892697,21,17.1,8.202844328,4.957316652,7.166667,15772,129375.2607
"Connecticut Litchfield","Connecticut","Litchfield",12,28,21,83,18,5,"1598:1","399:1",54,3.8,8,7.9,124,"Connecticut",80.4,2066,278,24,4,8,10,9,144,9,3,29,6,"1725:01:00",76304,12,132,181111,18.2,21.3,5.503239002,3.890215831,4.7,7740,42595.06987
"Connecticut New Haven","Connecticut","New Haven",13,28,22,95,19,6,"1138:1","229:1",53,4.4,17,8.4,125,"Connecticut",80.1,9163,302,41,6,10,11,10,438,12,5,35,7,"672:01:00",67720,11,550,857620,20.2,17.4,8.545886306,5.318508732,7.409091,17139,146467.9454
"Connecticut New London","Connecticut","New London",12,30,21,92,18,5,"1555:1","262:1",50,4,13,7.8,126,"Connecticut",79.9,3075,309,40,4,9,11,9,220,11,7,30,6,"1107:01:00",67790,13,207,266784,19.4,18.2,7.269153283,4.542593317,6.5,6263,45526.70701
"Delaware Kent","Delaware","Kent",17,35,31,67,17,6,"2156:1","567:1",53,4.1,20,9.3,127,"Delaware",77.7,2425,393,51,6,12,14,13,290,13,4,37,8,"1198:01:00",54980,13,68,178550,22.9,17.1,7.601583081,4.233420199,6.779167,7356,55917.24514
"Delaware New Castle","Delaware","New Castle",15,29,26,97,19,6,"1194:1","312:1",54,3.7,16,10,128,"Delaware",78.5,6824,358,60,8,11,13,11,431,12,5,37,7,"627:01:00",69562,11,381,559335,21.5,15.6,9.072858792,5.405768229,7.8,19769,179361.3455
